,Listing,Price,Address,Link,Floor_space_m²,Number_bedrooms,Area
397,3 Bed House in Diep River,2999000, 30 old kendal close,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/30-old-kendal-close/T3335111,187,3, Diep River
398,2 Bed Apartment in Thornton,755000," 36 first on forest, 1 forest drive extention drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/thornton/36-first-on-forest/1-forest-drive-extention-drive/T3248091,53,2, Thornton
399,2 Bed Apartment in Wynberg,799000, 8 ottery road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/8-ottery-road/T3135331,51,2, Wynberg
400,1 Bed Apartment in Southfield,820000, 3 mynerd street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/3-mynerd-street/T3029010,51,1, Southfield
401,1 Bed Apartment in Rosebank,925000," 21 astra & bridgebank, 23 bridge",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/21-astra-bridgebank/23-bridge/T3462004,46,1, Rosebank
402,2 Bed Apartment in Lansdowne,949000," 11 windsor park, 9 garnet road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/11-windsor-park/9-garnet-road/T3482575,,2, Lansdowne
403,1 Bed Apartment in Claremont,950000," 15 clapham court, 142 imam haron road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/15-clapham-court/142-imam-haron-road/T3045848,42,1, Claremont
404,1 Bed Apartment in Diep River,1095000, 311 sandhurst,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/311-sandhurst/T2732789,52,1, Diep River
405,2 Bed Apartment in Heathfield,1149000, 58 galway road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/58-galway-road/T3457882,85,2, Heathfield
406,3 Bed Apartment in Tokai,1195000," 4 romax court, 111 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/4-romax-court/111-main-road/T3475929,84,3, Tokai
407,2 Bed Apartment in Claremont,1250000," i54 tre, 52157 basset road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/i54-tre/52157-basset-road/T3124426,79,2, Claremont
409,2 Bed Apartment in Rondebosch,1325000," a014 culemborg, 25 ednam road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/a014-culemborg/25-ednam-road/T3398615,53,2, Rondebosch
410,2 Bed House in Mowbray,1395000, 235 john street,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/235-john-street/T3328109,89,2, Mowbray
411,1 Bed Apartment in Kenilworth Upper,1395000, 305 three fountains,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/305-three-fountains/T3308775,44,1, Kenilworth Upper
412,1 Bed Apartment in Rondebosch,1450000, 314 the rondebosch,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/314-the-rondebosch/T3011350,45,1, Rondebosch
413,1 Bed Apartment in Rondebosch,1460000, 314 belmont road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/314-belmont-road/T2478487,47,1, Rondebosch
414,2 Bed Apartment in Rosebank,1495000, 201 walmgate,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/201-walmgate/T3360509,71,2, Rosebank
415,2 Bed Apartment in Wynberg Upper,1500000," 28 wellington mews fairholme court, 11 wellington avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/28-wellington-mews-fairholme-court/11-wellington-avenue/T3221769,96,2, Wynberg Upper
416,2 Bed Apartment in Mowbray,1500000," 8 one on long, 1 long street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/8-one-on-long/1-long-street/T2453862,61,2, Mowbray
417,1 Bed Apartment in Tokai,1595000," 210 the lofts, 6 burchell",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/210-the-lofts/6-burchell/T3472326,66,1, Tokai
418,2 Bed House in Diep River,1595000," 11 alphonsos, 241 main road, diep river",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/11-alphonsos/241-main-road-diep-river/T3460598,77,2, Diep River
419,2 Bed Apartment in Kenilworth Upper,1595000," 302 highbury, 353 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/302-highbury/353-main-road/T3392880,93,2, Kenilworth Upper
420,1 Bed Apartment in Pinelands,1595000, 14 sheldon way,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/14-sheldon-way/T3178089,52,1, Pinelands
421,2 Bed Simplex in Elfindale,1699000,"  keswick village, 13 keswick street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/0-keswick-village/13-keswick-street/Z42827,,2, Elfindale
422,3 Bed House in Southfield,1990000, 7 renee avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/7-renee-avenue/T3380209,156,3, Southfield
423,2 Bed Apartment in Kenilworth,1998000," 12 yellowwoods, 2 sherwood  avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/12-yellowwoods/2-sherwood-avenue/T3328111,62,2, Kenilworth
426,3 Bed House in Plumstead,2200000, 152 woodley road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/152-woodley-road/T3446809,105,3, Plumstead
427,5 Bed House in Southfield,2395000, 29 aureole road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/29-aureole-road/T3440322,193,5, Southfield
428,3 Bed House in Plumstead,2495000, 126 evremonde road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/126-evremonde-road/T3402944,595,3, Plumstead
429,3 Bed House in Plumstead,2495000, 143 woodgate road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/143-woodgate-road/T3374562,122,3, Plumstead
430,2 Bed Apartment in Rondebosch,2499000, 16 sandown mansions,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/16-sandown-mansions/T2951384,96,2, Rondebosch
431,2 Bed Apartment in Rondebosch,2500000,"  van courtland park, devonshire hill",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/0-van-courtland-park/devonshire-hill/T3434306,83,2, Rondebosch
432,4 Bed House in Lansdowne,2599000, 5 kendal road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/lansdowne/5-kendal-road/T3441093,495,4, Lansdowne
433,3 Bed Apartment in Rondebosch,2600000," 21 squires gate, 10 groeneveld road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/21-squires-gate/10-groeneveld-road/T2727578,117,3, Rondebosch
434,5 Bed House in Plumstead,2849000, 71 lympleigh road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/71-lympleigh-road/T3464116,495,5, Plumstead
435,3 Bed House in Pinelands,2995000, 22 ambleside road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/22-ambleside-road/T3416624,154,3, Pinelands
436,1 Bed Apartment in Wynberg,299000," 155 ss grand central, 243 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/155-ss-grand-central/243-main-road/T3480818,31,1, Wynberg
437,1 Bed Apartment in Wynberg,485000," 337 grand central, 219 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/337-grand-central/219-main-road/T3468290,36,1, Wynberg
438,2 Bed Apartment in Wynberg,649000," 301 grand central, 243 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/301-grand-central/243-main-road/T3449602,67,2, Wynberg
439,2 Bed Apartment in Wynberg,680000," 303 grand central, 227 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/303-grand-central/227-main-road/T3232881,68,2, Wynberg
440,1 Bed Apartment in Heathfield,715000," 22 bergvliet vistas, 59 elstree close",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/22-bergvliet-vistas/59-elstree-close/T2963197,35,1, Heathfield
441,Studio Apartment in Pinelands,845000," 109 pineworx, 98 forest drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/109-pineworx/98-forest-drive/T3431678,28,Studio, Pinelands
442,1 Bed Apartment in Mowbray,895000," 304 heather view, 3 strubens road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/304-heather-view/3-strubens-road/T3292762,21,1, Mowbray
443,1 Bed Apartment in Claremont,995000, 314 marlborough park,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/314-marlborough-park/T2593492,36,1, Claremont
444,Studio Apartment in Rondebosch,995000," 6 bankside studios, 69 main",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/6-bankside-studios/69-main/T3332487,30,Studio, Rondebosch
445,1 Bed Apartment in Plumstead,995000," 209 sevenoaks, 40 sevenoaks road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/209-sevenoaks/40-sevenoaks-road/T3323520,46,1, Plumstead
446,Studio Apartment in Rondebosch,1080000," 17 rondebosch oaks, 12 albion road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/17-rondebosch-oaks/12-albion-road/T3362543,29,Studio, Rondebosch
447,1 Bed Apartment in Heathfield,1095000," 25 bergvliet vistas, 59 main",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/heathfield/25-bergvliet-vistas/59-main/T2965298,133,1, Heathfield
448,2 Bed Apartment in Pinelands,1095000," 64 anfield village 1, 64 forest street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/64-anfield-village-1/64-forest-street/T3337982,56,2, Pinelands
449,1 Bed Apartment in Rondebosch,1095000, 26 ednam road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/26-ednam-road/T2430553,38,1, Rondebosch
450,Studio apartment in Rosebank,1100000," 19 guildford place, 24 lower nursery street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/19-guildford-place/24-lower-nursery-street/Z43248,36,Studio, Rosebank
451,1 Bed Apartment in Kenilworth,1150000," 36 mortimer gardens, 11 lancaster road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/36-mortimer-gardens/11-lancaster-road/T3460424,59,1, Kenilworth
452,1 Bed Apartment in Claremont,1250000," 21 josika, 15 mckinley road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/21-josika/15-mckinley-road/T3245327,86,1, Claremont
453,2 Bed Apartment in Plumstead,1250000," 8 albion, 4 adelaide road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/8-albion/4-adelaide-road/T3206563,68,2, Plumstead
454,1 Bed Apartment in Pinelands,1295000," 101 pineworx, 98 forest drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/101-pineworx/98-forest-drive/T3431656,43,1, Pinelands
455,2 Bed Apartment in Mowbray,1295000," 212 heather view, 3 strubens road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/212-heather-view/3-strubens-road/T3292854,40,2, Mowbray
456,2 Bed Apartment in Diep River,1300000," 12 dew point, 147 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/12-dew-point/147-main-road/T3424348,82,2, Diep River
457,2 Bed Apartment in Wynberg Upper,1300000," 5 oakwood, oakwood19 sherard square",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/5-oakwood/oakwood19-sherard-square/T3394976,95,2, Wynberg Upper
458,1 Bed Apartment in Claremont,1300000," 206 hazelmere, 71 columbus road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/206-hazelmere/71-columbus-road/T3289887,68,1, Claremont
459,1 Bed Apartment in Pinelands,1350000," 74 ss pine gardens, 12 dagbreek road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/74-ss-pine-gardens/12-dagbreek-road/T3065656,90,1, Pinelands
460,2 Bed Apartment in Claremont,1395000, 18 solyet court,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/18-solyet-court/T3208666,83,2, Claremont
461,3 Bed House in Wynberg,1435000, 24 castletown road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/24-castletown-road/T3330176,106,3, Wynberg
462,3 Bed House in Wynberg,1449000, 24 castletown road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/24-castletown-road/T3388829,220,3, Wynberg
463,2 Bed Apartment in Wynberg Upper,1495000, 1 malton,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/1-malton/T3356213,50,2, Wynberg Upper
465,1 Bed Apartment in Newlands,1600000," 617b newlands peak, 6 thicket street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/617b-newlands-peak/6-thicket-street/T3422128,35,1, Newlands
466,3 Bed Apartment in Wynberg Upper,1695000," 5 wellington mews, 11 wellington",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/5-wellington-mews/11-wellington/T3415138,102,3, Wynberg Upper
468,2 Bed Townhouse in Kenilworth,1750000, 2 southdown,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/2-southdown/T3068503,88,2, Kenilworth
469,2 Bed Apartment in Pinelands,1785000," 106 pineworx, 98 forest drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/106-pineworx/98-forest-drive/T3431720,68,2, Pinelands
470,2 Bed House in Southfield,1795000, 10 blumenau avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/10-blumenau-avenue/T3476153,572,2, Southfield
471,2 Bed Apartment in Mowbray,1850000," ns103 rondebosch village, 73 klipfontein road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/mowbray/ns103-rondebosch-village/73-klipfontein-road/T3187987,71,2, Mowbray
472,3 Bed House in Southfield,1875000, no 3 aureole road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/southfield/no-3-aureole-road/Z41564,148,3, Southfield
473,2 Bed Apartment in Newlands,2000000, 29 ednam road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/29-ednam-road/T3401396,74,2, Newlands
474,5 Bed House in Wynberg,2100000, 85 castletown,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/85-castletown/T3462582,300,5, Wynberg
475,1 Bed Apartment in Kenilworth Upper,2150000," g05 the kenilworth, 12 cumnor avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/g05-the-kenilworth/12-cumnor-avenue/T2992794,41,1, Kenilworth Upper
476,4 Bed House in Wynberg,2250000, 5 ethan road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/5-ethan-road/T3458443,695,4, Wynberg
478,2 Bed House in Kenilworth,2350000, 10 lynhurst road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/10-lynhurst-road/T3275423,221,2, Kenilworth
479,1 Bed Apartment in Claremont Upper,2350000," 521 intaba, 25 protea",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/521-intaba/25-protea/T3173704,69,1, Claremont Upper
480,3 Bed House in Diep River,2500000, 6 ruchill,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/6-ruchill/T3471319,138,3, Diep River
481,3 Bed House in Rondebosch East,2590000, 5 merino,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch-east/5-merino/T3463584,424,3, Rondebosch East
482,4 Bed House in Crawford,2590000, 20 taronga road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/crawford/20-taronga-road/T3458768,495,4, Crawford
